Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
0.0,0,Insert,278062723,A,1000,1249,G
0.0,0,Insert,278063271,B,400,1247,G
0.0,0,Insert,278063275,A,1000,1249,G
0.0,0,Insert,278063283,B,1000,1247,G
0.0,0,Insert,278063291,B,2000,1238,G
0.0,0,Insert,278063307,B,1000,1247,G
0.0,0,Cancel,278063275,,,,G
0.0,0,Insert,278063311,B,1000,1241,G
0.0,0,Insert,278063315,B,2000,909,G
0.0,0,Insert,278063331,A,2000,1592,G
0.0,0,Insert,278063475,A,3000,1250,G
0.0,0,Insert,278063491,A,1000,1248,G
0.0,0,Cancel,278063475,,,,G
0.0,0,Insert,278063507,A,3000,1250,G
0.0,0,Insert,278063519,B,1000,807,G
0.0,0,Insert,278063567,A,2000,1249,G
0.0,0,Cancel,278063307,,,,G
0.0,0,Insert,278063615,A,2000,1250,G
0.0,0,Insert,278063767,A,8000,1249,G
0.0,0,Insert,278063943,B,2000,1234,G
0.0,0,Cancel,278063491,,,,G
0.0,0,Insert,278064235,B,1000,953,G
0.0,0,Insert,278064239,A,3000,1250,G
0.0,0,Insert,278064247,A,1000,1248,G
0.0,0,Cancel,278064239,,,,G
0.0,0,Cancel,278063567,,,,G
0.0,0,Cancel,278064247,,,,G
0.0,0,Insert,278064751,A,2000,1258,G
0.0,0,Insert,278064835,A,1000,1249,G
0.0,0,Insert,278065195,A,3000,1250,G
0.0,0,Insert,278065267,A,1000,1248,G
0.0,0,Cancel,278065195,,,,G
0.0,0,Cancel,278064751,,,,G
0.0,0,Insert,278065291,A,1000,1542,G
0.0,0,Insert,278065339,B,660,1247,G
0.0,0,Cancel,278065267,,,,G
0.0,0,Insert,278065343,A,2000,1258,G
0.0,0,Insert,278065395,A,2000,1250,G
0.0,0,Insert,278065527,B,1000,1247,G
0.0,0,Cancel,278063767,,,,G
0.0,0,Cancel,278063331,,,,G
0.0,0,Insert,278065555,A,2000,1593,G
0.0,0,Insert,278065591,A,1000,1250,G
0.0,0,Cancel,278065555,,,,G
0.0,0,Insert,278065735,A,2000,1592,G
0.0,0,Cancel,278063519,,,,G
0.0,0,Cancel,278065735,,,,G
0.0,0,Insert,278066039,A,2000,1593,G
0.0,0,Insert,278066043,B,1000,808,G
0.0,0,Insert,278066415,B,1000,1232,G
0.0,0,Cancel,278063311,,,,G
0.0,0,Insert,278066807,B,1000,1248,G
0.0,0,Cancel,278065291,,,,G
0.0,0,Insert,278066811,B,400,1248,G
0.0,0,Cancel,278063315,,,,G
0.0,0,Insert,278066815,B,2000,910,G
0.0,0,Cancel,278063271,,,,G
0.0,0,Insert,278066819,A,1000,1543,G
0.0,0,Insert,278066823,B,660,1248,G
0.0,0,Cancel,278063291,,,,G
0.0,0,Cancel,278063943,,,,G
0.0,0,Insert,278066831,B,2000,1244,G
0.0,0,Cancel,278066823,,,,G
0.0,0,Cancel,278064835,,,,G
0.0,0,Cancel,278063615,,,,G
0.0,0,Insert,278066863,B,660,1248,G
0.0,0,Cancel,278062723,,,,G
0.0,0,Cancel,278066415,,,,G
0.0,0,Insert,278066899,B,1000,1233,G
0.0,0,Insert,278066907,B,1000,1248,G
0.0,0,Insert,278066927,B,60,1247,G
0.0,0,Insert,278066931,A,1000,1255,G
0.0,0,Cancel,278066927,,,,G
0.0,0,Cancel,278063283,,,,G
0.0,0,Insert,278067391,B,1000,1248,G
0.0,0,Insert,278067403,B,1000,1248,G
0.0,0,Cancel,278063507,,,,G
0.0,0,Insert,278067439,A,1000,1250,G
0.0,0,Insert,278067443,A,2000,1259,G
0.0,0,Insert,278067699,A,1000,1249,G
0.0,0,Insert,278067703,A,3000,1251,G
0.0,0,Cancel,278067443,,,,G
0.0,0,Cancel,278067403,,,,G
0.0,0,Cancel,278065395,,,,G
0.0,0,Cancel,278065591,,,,G
0.0,0,Cancel,278067699,,,,G
0.0,0,Insert,278068027,B,8000,1248,G
0.0,0,Insert,278068031,B,1000,1248,G
0.0,0,Insert,278068035,A,1000,1251,G
0.0,0,Insert,278068067,A,2000,1259,G
0.0,0,Cancel,278065527,,,,G
0.0,0,Insert,278068099,A,1000,1256,G
0.0,0,Cancel,278068099,,,,G
0.0,0,Insert,278068187,A,1000,1249,G
0.0,0,Cancel,278068035,,,,G
0.0,0,Cancel,278068067,,,,G
0.0,0,Cancel,278068031,,,,G
0.0,0,Cancel,278068187,,,,G
0.0,0,Insert,278068231,A,2000,1259,G
0.0,0,Insert,278068267,A,1000,1249,G
0.0,0,Cancel,278068231,,,,G
0.356153,1,Insert,5033613,A,94,1248,G
0.431999,1,Insert,7078557,A,10000,1254,G
0.431999,1,Insert,7078558,B,10000,1242,G
0.444604,0,Insert,278068303,B,1000,1248,G
0.445471,1,Cancel,7078557,,,,
0.445471,1,Cancel,7078558,,,,
0.445471,1,Insert,7078559,A,10000,1254,G
0.445471,1,Insert,7078560,B,10000,1242,G
0.451473,0,Cancel,278066907,,,,G
0.451579,0,Cancel,278068303,,,,G
0.452274,0,Cancel,278068027,,,,G
0.50082,1,Cancel,7078559,,,,
0.50082,1,Cancel,7078560,,,,
0.50082,1,Insert,7078561,A,10000,1254,G
0.50082,1,Insert,7078562,B,10000,1242,G
0.528036,0,Insert,278069719,A,1000,1264,G
0.528058,0,Cancel,278064235,,,,G
0.532054,0,Insert,278069743,A,2000,1260,G
0.532077,0,Insert,278069747,B,1000,954,G
0.564266,0,Insert,278070163,A,2000,1251,G
0.564282,0,Cancel,278066863,,,,G
0.564284,0,Insert,278070183,A,660,1249,G
0.564284,0,Cancel,278066807,,,,G
0.564306,0,Cancel,278067439,,,,G
0.564446,0,Cancel,278067391,,,,G
0.56449,0,Insert,278070243,A,1000,1249,G
0.564511,0,Cancel,278066811,,,,G
0.56457,0,Insert,278070259,B,400,1247,G
0.564586,0,Insert,278070263,B,1000,1247,G
0.564693,0,Insert,278070287,B,2000,1238,G
0.564713,0,Insert,278070291,B,1000,1248,G
0.564815,0,Cancel,278070287,,,,G
0.564834,0,Cancel,278070259,,,,G
0.564919,0,Cancel,278070291,,,,G
0.564951,0,Insert,278070327,A,1000,1249,G
0.564985,0,Insert,278070339,A,2000,1250,G
0.565061,0,Cancel,278066931,,,,G
0.565065,0,Insert,278070367,A,1000,1249,G
0.565067,0,Insert,278070371,B,2000,1238,G
0.565119,0,Insert,278070391,A,1000,1249,G
0.565283,0,Insert,278070419,A,1000,1249,G
0.565921,0,Insert,278070635,A,1000,1251,G
0.566266,0,Cancel,278070635,,,,G
0.572978,0,Insert,278071015,A,8000,1249,G
0.573189,0,Insert,278071063,A,2000,1250,G
0.573201,0,Cancel,278069743,,,,G
0.57328,0,Insert,278071095,A,310,1249,G
0.573311,0,Insert,278071119,B,1000,1241,G
0.573314,0,Insert,278071123,A,1000,1248,G
0.573324,0,Cancel,278070367,,,,G
0.573324,0,Insert,278071127,A,1000,1248,G
0.573329,0,Insert,278071135,B,1000,1247,G
0.573339,0,Cancel,278070243,,,,G
0.573341,0,Cancel,278070339,,,,G
0.573347,0,Insert,278071155,A,3000,1250,G
0.573347,0,Cancel,278067703,,,,G
0.573372,0,Insert,278071183,B,1000,1247,G
0.573407,0,Cancel,278066039,,,,G
0.573407,0,Insert,278071203,A,2000,1592,G
0.573417,0,Cancel,278066815,,,,G
0.573417,0,Insert,278071219,B,2000,909,G
0.573419,0,Cancel,278065343,,,,G
0.573506,0,Cancel,278071183,,,,G
0.573589,0,Cancel,278065339,,,,G
0.573911,0,Insert,278071423,A,660,1248,G
0.574505,0,Cancel,278071423,,,,G
0.577308,0,Cancel,278071095,,,,G
0.581782,0,Cancel,278066899,,,,G
0.581983,0,Insert,278072111,A,660,1248,G
0.582012,0,Cancel,278071135,,,,G
0.582851,0,Cancel,278066831,,,,G
0.582851,0,Insert,278072123,B,2000,1234,G
0.582853,0,Cancel,278070263,,,,G
0.582896,0,Insert,278072135,A,1000,1248,G
0.582932,0,Insert,278072163,B,400,1246,G
0.582934,0,Insert,278072167,A,8000,1248,G
0.582973,0,Insert,278072175,B,2000,1237,G
0.583211,0,Insert,278072231,A,1000,1248,G
0.583239,0,Insert,278072247,B,1000,1246,G
0.583266,0,Insert,278072251,B,1000,1240,G
0.583421,0,Cancel,278071219,,,,G
0.583421,0,Insert,278072267,B,2000,908,G
0.583429,0,Insert,278072271,B,1000,1246,G
0.584058,0,Insert,278072407,A,1000,1247,G
0.584089,0,Cancel,278071155,,,,G
0.584091,0,Insert,278072431,A,3000,1249,G
0.58415,0,Cancel,278071203,,,,G
0.58415,0,Insert,278072467,A,2000,1591,G
0.584159,0,Cancel,278069719,,,,G
0.587729,1,Insert,5033614,A,61,1227,G
0.587943,0,Cancel,278070419,,,,G
0.590349,0,Insert,278073655,A,1000,1296,G
0.596529,0,Insert,278074095,A,660,1247,G
0.596663,0,Cancel,278072247,,,,G
0.59688,0,Insert,278074535,A,1000,1251,G
0.597007,0,Cancel,278072271,,,,G
0.597276,0,Insert,278074843,A,2000,1249,G
0.597425,0,Insert,278074983,B,2000,1233,G
0.597878,0,Insert,278075251,B,1000,1235,G
0.59792,0,Insert,278075271,A,1000,1247,G
0.598037,0,Insert,278075319,A,1000,1253,G
0.598146,0,Cancel,278075271,,,,G
0.598181,0,Insert,278075391,A,1000,1248,G
0.598314,0,Insert,278075451,B,8000,1246,G
0.599504,0,Cancel,278072163,,,,G
0.600004,0,Insert,278075815,A,1000,1247,G
0.608916,0,Insert,278076175,B,1000,1245,G
0.643905,0,Insert,278076899,B,400,1246,G
0.650681,0,Cancel,278075815,,,,G
0.665184,0,Insert,278077267,B,1000,1246,G
0.665207,0,Cancel,278066043,,,,G
0.673446,0,Cancel,278074095,,,,G
0.673471,0,Insert,278077359,B,1000,806,G
0.673498,0,Insert,278077371,B,660,1246,G
0.673498,0,Insert,278077375,A,1000,1687,G
0.673531,0,Insert,278077379,B,1000,1246,G
0.673719,0,Insert,278077415,B,1000,1246,G
0.673763,0,Cancel,278072407,,,,G
0.673792,0,Insert,278077443,A,2000,1249,G
0.673905,0,Cancel,278075391,,,,G
0.673909,0,Insert,278077475,A,2000,1257,G
0.673945,0,Insert,278077503,B,1000,1246,G
0.673945,0,Insert,278077507,A,1000,1248,G
0.674217,0,Insert,278077551,A,1000,1251,G
0.674226,0,Cancel,278077507,,,,G
0.674282,0,Insert,278077575,A,1000,1254,G
0.674293,0,Cancel,278072231,,,,G
0.67432,0,Cancel,278072467,,,,G
0.67432,0,Insert,278077587,A,2000,1592,G
0.674551,0,Insert,278077615,A,1000,1248,G
0.676227,0,Cancel,278072135,,,,G
0.676258,0,Cancel,278077615,,,,G
0.689203,0,Cancel,278074983,,,,G
0.689203,0,Insert,278077939,B,2000,1243,G
0.692573,0,Insert,278077963,A,1000,1249,G
0.707882,0,Cancel,278077575,,,,G
0.707922,0,Insert,278078383,A,1000,1248,G
0.707952,0,Insert,278078395,A,1000,1248,G
0.707953,0,Cancel,278077587,,,,G
0.707953,0,Insert,278078399,A,2000,1591,G
0.707954,0,Cancel,278077379,,,,G
0.70798,0,Insert,278078411,A,1000,1247,G
0.708009,0,Cancel,278077443,,,,G
0.708012,0,Cancel,278077963,,,,G
0.708018,0,Cancel,278077475,,,,G
0.708018,0,Cancel,278077371,,,,G
0.708332,0,Insert,278078551,B,660,1246,G
0.708434,0,Cancel,278078551,,,,G
0.70849,0,Cancel,278077267,,,,G
0.708557,0,Cancel,278077415,,,,G
0.708704,0,Cancel,278076175,,,,G
0.709694,0,Insert,278078923,A,660,1247,G
0.716381,0,Cancel,278077503,,,,G
0.716612,0,Cancel,278077939,,,,G
